代碼,公司名稱,英文名稱,市場,產業,上市日期,網站,主要產品
"2102","泰豐","Tai Feng Rubber","上市","橡膠工業","1979/07/16","https://www.federalcorporation.com","Rubber Products; Rubber Manufacturing; Industrial Rubber; Rubber Components; Rubber Processing; Rubber Solutions"
"2103","台橡","Taiwan Fertilizer","上市","橡膠工業","1982/09/25","https://www.tsrc.com.tw","Chemical Fertilizers; Compound Fertilizers; Organic Fertilizers; Agricultural Chemicals; Soil Conditioners; Plant Nutrients"
"2104","國際中橡","China Synthetic Rubber","上市","橡膠工業","1986/07/15","https://www.csrcgroup.com","合成橡膠; 橡膠製品; 化工產品; 橡膠原料; 特用橡膠; 橡膠材料"
"2105","正新","Cheng Shin Rubber Ind. Co., Ltd.","上市","橡膠工業","1987/12/07","https://www.cst.com.tw","汽車輪胎; 機車輪胎; 自行車輪胎; 工業用輪胎; 內胎"
"2106","建大","Kenda Rubber","上市","橡膠工業","1990/12/20","https://www.kendatire.com/en-us/","Tires; Rubber Products; Bicycle Tires; Automotive Tires; Rubber Manufacturing; Tire Solutions"
"2107","厚生","Hou Sheng Rubber","上市","橡膠工業","1992/03/03","https://www.frg.com.tw","Rubber Products; Rubber Manufacturing; Industrial Rubber; Rubber Components; Rubber Processing; Rubber Solutions"
"2108","南帝","Nan Di","上市","橡膠工業","1992/10/27","https://www.nantex.com.tw","Chemical Products; Industrial Chemicals; Chemical Manufacturing; Chemical Solutions; Specialty Chemicals; Chemical Materials"
"2109","華豐","華豐 Co., Ltd.","上市","橡膠工業","2000/05/08","https://www.duro.com.tw","橡膠製品; 工業橡膠; 橡膠零件; 密封件; 橡膠管; 橡膠加工"
"2114","鑫永銓","Xin Yong Quan","上市","橡膠工業","2010/12/29","https://www.hyc-king.com","Metal Products; Metal Processing; Industrial Metal; Metal Manufacturing; Metal Solutions; Metal Components"
"2115","六暉-KY","六暉 Co., Ltd.","上市","汽車工業","2013/12/25","https://www.luhai.com.tw","汽車零件; 汽車配件; 車用電子; 汽車內裝; 汽車外裝; 汽車系統"
"2201","裕隆","Yulon Motor","上市","汽車工業","1976/07/08","https://www.yulon-motor.com.tw","Passenger Vehicles; Commercial Vehicles; Automotive Parts; Vehicle Assembly; After-sales Service; Vehicle Distribution"
"2204","中華","China Motor Corporation","上市","汽車工業","1991/03/12","https://www.china-motor.com.tw","Commercial Vehicles; Passenger Cars; Automotive Parts; Vehicle Assembly; Mitsubishi Vehicles; After-sales Service"
"2206","三陽工業","Sanyang Motor","上市","汽車工業","1996/07/29","https://www.sanyang.com.tw","Motorcycles; Scooters; Electric Scooters; Automotive Parts; Engines; Vehicle Components"
"2207","和泰車","Hotai Motor","上市","汽車工業","1997/02/25","https://www.hotaimotor.com.tw","Toyota Vehicles; Lexus Vehicles; Hino Trucks; Automotive Parts; Vehicle Distribution; After-sales Service"
"2208","台船","台船 Co., Ltd.","上市","航運業","2008/12/22","https://www.csbcnet.com.tw","產品製造; 產品銷售; 產品服務; 產品開發; 產品應用; 產品貿易"
"2211","長榮鋼","Chang Rong Gang Steel","上市","鋼鐵工業","2021/04/12","https://www.evergreennet.com","Steel Products; Steel Processing; Metal Products; Steel Distribution; Industrial Steel; Steel Materials"
"2221","大甲","Da Jia","上櫃","其他業","2007/08/01","https://www.yhmco.com.tw","貿易; 進出口; 商業服務"
"2227","裕日車","Yulon Nissan Motor","上市","汽車工業","2004/12/21","https://new.nissan.com.tw/nissan","Nissan Vehicles; Infiniti Vehicles; Automotive Parts; Vehicle Assembly; After-sales Service; Vehicle Distribution"
"2228","劍麟","劍麟 Co., Ltd.","上市","汽車工業","2013/11/25","https://www.ironforce.com.tw","汽車零件; 汽車配件; 車用電子; 汽車內裝; 汽車外裝; 汽車系統"
"2230","泰茂","Tai Mao","上櫃","電機機械","2013/04/18","https://www.ctico.com.tw","Industrial Products; Manufacturing; Industrial Solutions; Industrial Equipment; Manufacturing Systems; Industrial Services"
"2231","為升","Wei Chuan Foods","上市","汽車工業","2010/11/19","https://www.cubelec.com.tw","Dairy Products; Beverages; Frozen Foods; Instant Noodles; Snack Foods; Food Ingredients"
"2233","宇隆","U-Long Technology","上市","汽車工業","2019/09/17","https://www.turvo.com.tw","Automotive Fasteners; Precision Screws; Bolts and Nuts; Cold Forging Parts; Automotive Components; Industrial Fasteners"
"2235","謚源","Shi Yuan Machinery","上櫃","電機機械","2014/12/15","https://www.tiy-motor.com","Machinery Equipment; Industrial Machinery; Machine Tools; Machinery Systems; Manufacturing Equipment; Machinery Solutions"
"2236","百達-KY","Bai Da-KY","上市","汽車工業","2015/06/03","https://www.patec-intl.com","Automotive Parts; Auto Components; Vehicle Parts; Automotive Solutions; Auto Manufacturing; Component Systems"
"2239","英利-KY","英利 Co., Ltd.","上市","汽車工業","2016/01/27","https://www.engley.com","汽車零件; 汽車配件; 車用電子; 汽車內裝; 汽車外裝; 汽車系統"
"2241","艾姆勒","Amulaire","上市","汽車工業","2020/08/26","https://www.amulaire.com","汽車零組件; 汽車電子; 車用感測器; 車用控制系統; 汽車內裝件"
"2243","宏旭-KY","Hong Xu Automotive","上市","汽車工業","2017/09/27","https://www.horngshiue.com","Automotive Parts; Auto Components; Automotive Systems; Vehicle Parts; Automotive Solutions; Auto Manufacturing"
"2247","汎德永業","Pan De Yong Ye (Hotai Motor)","上市","汽車工業","2020/10/12","https://www.pgum.com.tw","Automotive Services; Vehicle Distribution; Auto Parts; Automotive Solutions; Vehicle Services; Auto Distribution"
"2248","華勝-KY","Hua Sheng Automotive","上市","汽車工業","2025/03/13","https://hs-elan.tw","Automotive Parts; Auto Components; Automotive Systems; Vehicle Parts; Automotive Solutions; Auto Manufacturing"
"2250","IKKA-KY","","上市","汽車工業","2021/05/31","https://www.ikka.com.tw","專業汽車工業公司,主要從事相關產品製造及服務,業務涵蓋多個應用領域。"
"2301","光寶科","Lite-On Technology","上市","電腦及週邊設備業","1995/11/17","https://www.liteon.com","LED Components; Power Supplies; Optoelectronics; Automotive Electronics; Cloud Computing Products; IoT Solutions"
"2302","麗正","","上市","半導體業","1985/01/15","https://www.rectron.com","專業LED封裝製造商,主要產品為LED元件、背光模組及照明產品,應用於顯示器背光、照明及車用電子領域。"
"2303","聯電","United Microelectronics (UMC)","上市","半導體業","1985/07/16","https://www.umc.com","Wafer Foundry Services; Logic IC Manufacturing; Mixed-Signal ICs; RF ICs; Embedded Memory; Specialty Processes"
"2305","全友","全友 Co., Ltd.","上市","電腦及週邊設備業","1988/10/21","https://microtek.com","電腦週邊; 電子產品; 硬體設備; 電腦配件; 週邊設備; 電子零件"
"2308","台達電","Delta Electronics","上市","電子零組件業","1988/12/19","https://www.deltaww.com","Power Supplies; Industrial Automation; EV Charging Solutions; Data Center Infrastructure; Renewable Energy Systems; Smart Building Solutions"
"2312","金寶","Au Optronics (AUO)","上市","其他電子業","1989/11/07","https://www.kinpo.com.tw","LCD Panels; OLED Displays; Touch Panels; Solar Modules; Display Solutions; Smart Display Systems"
"2313","華通","","上市","電子零組件業","1990/07/24","https://www.compeq.com.tw","專業印刷電路板製造商,主要產品為多層板、HDI板及高階PCB,應用於智慧型手機、平板電腦及通訊設備。"
"2314","台揚","Tai Yang","上市","通信網路業","1990/08/08","https://www.mtigroup.com","電子零組件; 連接器; 精密零件; 電子接插件"
"2316","楠梓電","","上市","電子零組件業","1991/02/05","https://www.wus.com.tw","專業印刷電路板製造商,主要產品為多層板、HDI板及高階PCB,應用於通訊設備、伺服器及電腦產品。"
"2317","鴻海","Hon Hai Precision (Foxconn)","上市","其他電子業","1991/06/18","https://www.foxconn.com","Electronics Manufacturing; Computer Components; Consumer Electronics; Telecommunications Equipment; Automotive Electronics; Cloud Services"
"2321","東訊","TECO (Dong Xun)","上市","通信網路業","1991/11/08","https://www.tecom.com.tw","Telecommunications; Network Equipment; Communication Systems; Telecom Solutions; Network Technology; Communication Devices"
"2323","中環","Coretronic Corporation","上市","光電業","1992/02/17","https://www.cmcnet.com.tw","Optical Components; Projectors; Display Products; Optical Systems; Projection Systems; Optical Solutions"
"2324","仁寶","Compal Electronics","上市","電腦及週邊設備業","1992/02/18","https://www.compal.com","Laptops; Tablets; Monitors; Smart Devices; IoT Products; Wearables"
"2327","國巨*","Yageo Corporation","上市","電子零組件業","1993/10/22","https://www.yageo.com","Chip Resistors; Chip Capacitors; Inductors; Wireless Components; Circuit Protection; Power Solutions"
"2328","廣宇","Kwang Yu Construction","上市","電子零組件業","1993/11/09","https://www.panintl.com","建設開發; 住宅建案; 商業不動產; 土地開發"
"2329","華泰","","上市","半導體業","1994/04/20","https://www.ose.com.tw","專業電子零組件製造商,主要產品為電感器、變壓器及濾波器,應用於電源供應器、通訊設備及消費性電子產品。"
"2330","台積電","Taiwan Semiconductor Manufacturing Company (TSMC)","上市","半導體業","1994/09/05","https://www.tsmc.com","Wafer Foundry Services; Advanced Process Technology; 3nm Process; 5nm Process; 7nm Process; Specialty Technologies"
"2331","精英","ECS (Jing Ying)","上市","電腦及週邊設備業","1994/09/21","https://www.ecs.com.tw","Motherboards; Computer Components; PC Products; Computer Manufacturing; Technology Products; System Components"
"2332","友訊","D-Link (You Xun)","上市","通信網路業","1994/10/17","https://www.dlink.com","Network Equipment; Routers; Switches; Network Solutions; Communication Devices; Networking Products"
"2337","旺宏","Macronix International","上市","半導體業","1995/03/15","https://www.macronix.com","NOR Flash Memory; NAND Flash Memory; ROM Products; Embedded Memory; Specialty Memory; Memory Solutions"
"2338","光罩","","上市","半導體業","1995/04/17","https://www.tmcnet.com.tw","專業光罩製造商,提供半導體及平面顯示器用光罩製作服務,是晶圓製造及面板製造的關鍵供應商。"
"2340","台亞","","上市","半導體業","1995/05/02","https://www.tascsemi.com","專業半導體封裝基板製造商,主要產品為BT基板、ABF載板及IC封裝基板,應用於高階處理器及網通晶片封裝。"
"2342","茂矽","","上市","半導體業","1995/09/19","https://www.mosel.com.tw","專業晶圓代工廠,提供邏輯IC及記憶體晶圓製造服務,主要製程技術涵蓋0.11um至0.5um,服務IC設計客戶。"
"2344","華邦電","Walton Advanced Engineering","上市","半導體業","1995/10/18","https://www.winbond.com","Semiconductor Equipment; Automation Systems; Precision Machinery; Factory Automation; Clean Room Equipment; Material Handling"
"2345","智邦","Accton Technology","上市","通信網路業","1995/11/15","https://www.accton.com","Network Switches; Routers; Wireless Access Points; Network Security; Cloud Networking; 5G Equipment"
"2347","聯強","Synnex Technology International","上市","電子通路業","1995/12/13","https://www.synnex-grp.com","IT Distribution; Computer Components; Consumer Electronics; Software Distribution; Cloud Services; System Integration"
"2348","海悅","Hai Yue Construction","上市","其他業","1996/01/05","https://www.hiyes-group.com.tw","Real Estate Services; Property Development; Construction Services; Real Estate Agency; Property Management; Building Projects"
"2349","錸德","Ritek Corporation","上市","光電業","1996/04/23","https://www.ritek.com","Optical Media; Storage Media; CD/DVD Products; Data Storage; Media Manufacturing; Storage Solutions"
"2351","順德","","上市","半導體業","1996/04/25","https://www.sdi.com.tw","專業工業電腦及嵌入式系統製造商,主要產品為工業主機板、嵌入式電腦及車載電腦,應用於工業自動化及車用電子。"
"2352","佳世達","Wistron Corporation","上市","電腦及週邊設備業","1996/07/22","https://www.qisda.com","Laptops; Desktop Computers; Servers; Smartphones; IoT Devices; Smart Products"
"2353","宏碁","Acer Inc.","上市","電腦及週邊設備業","1996/09/18","https://www.acer.com","Laptops; Desktop Computers; Monitors; Projectors; Gaming Products; Smart Devices"
"2354","鴻準","Foxconn Technology","上市","其他電子業","1996/10/08","https://www.foxconntech.com.tw","Connectors; Cable Assemblies; Computer Components; Enclosures; Thermal Solutions; Mechanical Parts"
"2355","敬鵬","Kingboard Laminates","上市","電子零組件業","1996/10/14","https://www.chinpoon.com","Copper Clad Laminates; FR-4 Laminates; Prepreg Materials; High Tg Laminates; Halogen-free CCL; PCB Materials"
"2356","英業達","Inventec Corporation","上市","電腦及週邊設備業","1996/11/13","https://www.inventec.com","Laptops; Servers; Network Equipment; Mobile Devices; IoT Solutions; Smart Products"
"2357","華碩","Asustek Computer (ASUS)","上市","電腦及週邊設備業","1996/11/14","https://www.asus.com","Laptops; Motherboards; Graphics Cards; Gaming Products; Smartphones; IoT Devices"
"2359","所羅門","Solomon Technology","上市","其他電子業","1996/12/19","https://www.solomon.com.tw","3D視覺系統; 機器視覺; AI視覺檢測; 工業自動化; 智慧製造解決方案"
"2360","致茂","Chicony Electronics","上市","其他電子業","1996/12/21","https://www.chromaate.com","Keyboards; Camera Modules; Power Supplies; Computer Peripherals; Automotive Electronics; IoT Devices"
"2362","藍天","Clevo","上市","電腦及週邊設備業","1997/04/02","https://www.clevo.com.tw","Gaming Laptops; High-Performance Notebooks; Workstation Laptops; Barebone Systems; Custom Laptops; ODM Services"
"2363","矽統","Kinpo Electronics","上市","半導體業","1997/08/01","https://www.sis.com","Calculators; Label Printers; Electronic Dictionaries; Consumer Electronics; OA Equipment; Smart Devices"
"2364","倫飛","Mobiletron Electronics","上市","電腦及週邊設備業","1997/08/11","https://www.twinhead.com.tw","Automotive Sensors; Ignition Systems; Engine Management; Emission Control; Electronic Components; Aftermarket Parts"
"2365","昆盈","Chicony Power Technology","上市","電腦及週邊設備業","1997/11/03","https://www.geniusnet.com","Power Adapters; Battery Chargers; Power Supplies; EV Chargers; Energy Storage; Power Solutions"
"2367","燿華","Kinmax Technology","上市","電子零組件業","1997/12/13","https://www.pcbut.com.tw","Keyboards; Computer Peripherals; Input Devices; Gaming Peripherals; Wireless Devices; Smart Accessories"
"2368","金像電","Kinpo Group","上市","電子零組件業","1998/03/09","https://www.gce.com.tw","Consumer Electronics; Computer Peripherals; OA Equipment; Smart Devices; ODM Services; Electronic Products"
"2369","菱生","Catcher Technology","上市","半導體業","1998/04/10","https://www.lingsen.com.tw","Metal Casings; Magnesium Alloy Parts; Aluminum Parts; Precision Machining; Surface Treatment; Structural Components"
"2371","大同","Tatung Company","上市","電機機械","1962/02/09","https://www.tatung.com","Home Appliances; Industrial Systems; Electronics; Energy Solutions; System Integration; Real Estate"
"2373","震旦行","Everlight Electronics","上市","其他電子業","1991/08/01","https://www.aurora.com.tw","LED Components; Optoelectronic Devices; Infrared Components; Photo Sensors; LED Lighting; Display Backlights"
"2374","佳能","Lite-On Semiconductor","上市","光電業","1995/01/16","https://www.abilitycorp.com.tw","Discrete Semiconductors; Power Management ICs; Analog ICs; Optoelectronics; Sensors; Protection Devices"
"2375","凱美","Chilisin Electronics","上市","電子零組件業","1998/08/29","https://jamicon.teapo.com","Chip Inductors; Power Inductors; RF Inductors; Transformers; Wireless Components; Magnetic Components"
"2376","技嘉","Gigastorage Corporation","上市","電腦及週邊設備業","1998/09/24","https://www.gigabyte.com","Optical Disc Drives; Blu-ray Drives; DVD Drives; Storage Devices; Optical Components; Drive Mechanisms"
"2377","微星","Micro-Star International (MSI)","上市","電腦及週邊設備業","1998/10/31","https://www.msi.com","Gaming Laptops; Motherboards; Graphics Cards; Gaming Desktops; All-in-One PCs; Gaming Peripherals"
"2379","瑞昱","Realtek Semiconductor","上市","半導體業","1998/10/26","https://www.realtek.com","Network Controllers; Audio Codecs; Card Readers; Wireless ICs; Multimedia ICs; Communication ICs"
"2380","虹光","Accton Technology","上市","電腦及週邊設備業","1998/12/03","https://www.avision.com","Network Switches; Routers; Wireless Equipment; 5G Infrastructure; Cloud Networking; SDN Solutions"
"2382","廣達","Quanta Computer","上市","電腦及週邊設備業","1999/01/08","https://www.quantatw.com","Laptops; Servers; Storage Systems; Network Equipment; Cloud Infrastructure; Smart Solutions"
"2383","台光電","Taiwan Mask Corporation","上市","電子零組件業","1998/11/27","https://www.emctw.com/en-global","Photomasks; Reticles; Mask Blanks; Semiconductor Masks; Display Masks; Advanced Masks"
"2385","群光","Chicony Electronics","上市","電子零組件業","1999/01/05","https://www.chicony.com","Keyboards; Camera Modules; Power Supplies; Automotive Cameras; IoT Devices; Smart Components"
"2387","精元","Jing Yuan Technology","上市","電腦及週邊設備業","1999/01/25","https://www.sunrex.com.tw","Computer Components; PC Products; Computer Accessories; Peripheral Devices; Display Products; Technology Solutions"
"2388","威盛","Weichu Technology","上市","半導體業","1999/03/05","https://www.viatech.com","Connectors; Cable Assemblies; Precision Components; Automotive Connectors; Industrial Connectors; Electronic Components"
"2390","云辰","Yungtay Engineering","上市","其他電子業","1999/06/15","https://www.everspring.com","Precision Molds; Plastic Injection; Metal Stamping; Magnesium Alloy Parts; Precision Components; Tooling Services"
"2392","正崴","Foxlink (Cheng Uei Precision)","上市","電子零組件業","1999/09/20","https://www.foxlink.com","Cable Assemblies; Connectors; FPC Products; Camera Modules; Wireless Modules; USB Products"
"2393","億光","Billion Electric","上市","光電業","1999/11/04","https://www.everlight.com","Broadband Routers; Network Equipment; VoIP Devices; Wireless Products; IoT Gateways; Communication Devices"
"2395","研華","Advantech","上市","電腦及週邊設備業","1999/12/13","https://www.advantech.com","Industrial Computers; Embedded Systems; IoT Solutions; Automation Systems; Medical Computing; Smart City Solutions"
"2397","友通","Unitech Electronics","上市","電腦及週邊設備業","2000/01/15","https://www.dfi.com","Barcode Scanners; Mobile Computers; RFID Readers; POS Terminals; Industrial PDAs; Data Collection"
"2399","映泰","Transcend Information","上市","電腦及週邊設備業","1999/12/16","https://www.biostar.com.tw","Memory Modules; Flash Storage; Memory Cards; USB Drives; Solid State Drives; Portable Storage"
"2401","凌陽","Advantech Linkou","上市","半導體業","2000/01/27","https://www.sunplus.com","Industrial Motherboards; Embedded Boards; Single Board Computers; Industrial Systems; Computing Modules; Embedded Solutions"
"2402","毅嘉","Yuanta Financial Holdings","上市","電子零組件業","2000/01/14","https://www.ichia.com","Securities Services; Banking Services; Insurance Products; Asset Management; Investment Banking; Wealth Management"
"2404","漢唐","Han Tang International","上市","其他電子業","2000/03/14","https://www.uisco.com.tw","Semiconductor Equipment; Automation Systems; Clean Room Systems; Gas Delivery Systems; Chemical Delivery; Facility Systems"
"2405","輔信","Fusin Technology","上市","電腦及週邊設備業","2000/03/17","https://tw1.shuttle.com","Industrial Computers; Embedded Systems; Panel PCs; Industrial Motherboards; Automation Solutions; IoT Devices"
"2406","國碩","GUC","上市","光電業","2000/04/29","https://www.gigastorage.com.tw","光電元件; LED; 顯示器"
"2408","南亞科","Nanya Technology","上市","半導體業","2000/08/17","https://www.nanya.com","DRAM Memory; DDR4 DRAM; DDR3 DRAM; Mobile DRAM; Specialty DRAM; Memory Solutions"
"2409","友達","AU Optronics (AUO)","上市","光電業","2000/09/08","https://www.auo.com","LCD Panels; OLED Displays; Touch Panels; Solar Modules; Display Solutions; Smart Display Systems"
"2412","中華電","Chunghwa Telecom","上市","通信網路業","2000/10/27","https://www.cht.com.tw","Telecommunications Services; Mobile Services; Broadband Internet; Data Center Services; Cloud Services; 5G Networks"
"2413","環科","Eclat Textile","上市","電子零組件業","2000/09/11","https://www.umec.com.tw","Functional Fabrics; Athletic Apparel; Outdoor Clothing; Sportswear; Technical Textiles; Garment Manufacturing"
"2414","精技","Elite Material (EMC)","上市","電子通路業","2000/09/11","https://www.unitech.com.tw","Copper Clad Laminates; Prepreg Materials; High-frequency CCL; Halogen-free Laminates; PCB Materials; Advanced Substrates"
"2415","錩新","Transcend Information","上市","電子零組件業","2000/09/11","https://www.cxtechnology.com","Memory Modules; Flash Storage; Memory Cards; USB Drives; Solid State Drives; Industrial Storage"
"2417","圓剛","Compeq Manufacturing","上市","電腦及週邊設備業","2000/09/11","https://www.avermedia.com","Printed Circuit Boards; HDI PCBs; Flexible PCBs; Rigid-Flex PCBs; Automotive PCBs; High-layer PCBs"
"2419","仲琦","Tripod Technology","上市","通信網路業","2000/09/11","https://www.hitrontech.com","Printed Circuit Boards; HDI PCBs; IC Substrates; Flexible PCBs; High-frequency PCBs; Advanced PCBs"
"2420","新巨","Shin Zu Shing","上市","電子零組件業","2000/09/11","https://www.zippy.com","Magnesium Alloy Parts; Aluminum Parts; Metal Casings; Precision Machining; Die Casting; Surface Treatment"
"2421","建準","Kindom Development","上市","電子零組件業","2000/09/11","https://wwwa.sunon.com","Connectors; Cable Assemblies; Precision Components; Electronic Components; Automotive Connectors; Industrial Connectors"
"2423","固緯","Fixtureworks","上市","其他電子業","2000/09/11","https://www.gwinstek.com","Test Fixtures; Semiconductor Test Equipment; Probe Cards; Test Sockets; Automation Equipment; Testing Solutions"
"2424","隴華","Tripod Technology","上市","通信網路業","2000/09/11","https://www.lhsat.com","Printed Circuit Boards; HDI PCBs; Multilayer PCBs; Flexible PCBs; Automotive PCBs; High-frequency PCBs"
"2425","承啟","Cheng Loong Corporation","上市","電腦及週邊設備業","2000/09/11","https://www.chaintech.com.tw","Containerboard; Corrugated Boxes; Paper Products; Packaging Materials; Industrial Paper; Recycled Paper"
"2426","鼎元","Tong Hsing Electronic Industries","上市","光電業","2000/09/11","https://www.tyntek.com.tw","厚膜基板; 半導體封裝; LED封裝; 影像感測器封裝; MEMS封裝; 光電元件; 車用電子封裝; 太陽能電池封裝"
"2427","三商電","San Fang Chemical","上市","資訊服務業","2000/09/11","https://www.mds.com.tw","Specialty Chemicals; Electronic Chemicals; Photoresists; Cleaning Chemicals; Semiconductor Materials; Display Materials"
"2428","興勤","Sinbon Electronics","上市","電子零組件業","2000/09/11","https://www.thinking.com.tw","Flexible Printed Circuits; Rigid-Flex PCBs; FPC Assemblies; Touch Panels; Display Modules; Electronic Assemblies"
"2429","銘旺科","Chung Hwa Pulp","上市","光電業","2000/09/11","https://www.abonmax.com.tw","Pulp Products; Paper Products; Containerboard; Cultural Paper; Industrial Paper; Packaging Materials"
"2430","燦坤","Yem Chio","上市","電子通路業","2000/09/11","https://www.tsannkuen.com/#start&0","Metal Stamping; Precision Parts; Automotive Components; Electronic Components; Progressive Dies; Metal Fabrication"
"2431","聯昌","United Integrated Services (UIS)","上市","電子零組件業","2000/09/11","https://www.lienchang.com.tw","Facility Management; Cleaning Services; Security Services; Logistics Services; Catering Services; Integrated Services"
"2433","互盛電","Formosa Sumco Technology","上市","其他電子業","2000/09/11","https://www.eosasc.com.tw","Silicon Wafers; Polished Wafers; Epitaxial Wafers; SOI Wafers; Semiconductor Substrates; Advanced Wafers"
"2434","統懋","Uni-President Enterprises","上市","半導體業","2000/09/11","https://www.mospec.com.tw","Food Products; Beverages; Instant Noodles; Dairy Products; Snack Foods; Convenience Store"
"2436","偉詮電","Everlight Chemical","上市","半導體業","2000/09/11","https://www.weltrend.com.tw","Dyes and Pigments; Electronic Chemicals; Specialty Chemicals; Textile Chemicals; Industrial Chemicals; Fine Chemicals"
"2438","翔耀","Chailease Holding","上市","光電業","2000/09/11","https://www.enlightcorp.com.tw","Leasing Services; Auto Financing; Equipment Leasing; Consumer Finance; Factoring Services; Financial Services"
"2439","美律","Merry Electronics","上市","通信網路業","2000/09/11","https://www.merry.com.tw","Acoustic Components; Speakers; Microphones; Headsets; Audio Modules; Haptic Devices"
"2440","太空梭","Taishin Financial Holdings","上市","電子零組件業","2000/11/10","https://www.spaces.com.tw","Banking Services; Securities Services; Insurance Products; Asset Management; Credit Cards; Wealth Management"
"2441","超豐","Chung Shing Textile","上市","半導體業","2000/10/26","https://www.greatek.com.tw","Polyester Fibers; Textile Materials; Industrial Fibers; Specialty Fibers; Yarn Products; Fabric Materials"
"2442","新美齊","Chunghwa Picture Tubes (CPT)","上市","建材營造業","2000/11/22","https://www.jean.com.tw","LCD Panels; Display Modules; Touch Panels; Small-Medium Displays; Automotive Displays; Industrial Displays"
"2444","兆勁","Airtac International Group","上市","通信網路業","2000/12/08","https://www.abocom.com.tw","Pneumatic Components; Cylinders; Valves; Air Preparation Units; Automation Components; Fluid Control"
"2449","京元電子","King Yuan Electronics Co., Ltd.","上市","半導體業","2001/05/09","https://www.kyec.com.tw","晶圓測試; 成品測試; 記憶體測試; 邏輯IC測試"
"2450","神腦","Shen's Art Printing","上市","通信網路業","2001/05/24","https://www.senao.com.tw","Commercial Printing; Packaging Printing; Security Printing; Label Printing; Digital Printing; Printing Services"
"2451","創見","Genesis Photonics","上市","半導體業","2001/05/03","https://tw.transcend-info.com","LED Chips; LED Epitaxial Wafers; High-brightness LEDs; Power LEDs; LED Components; Optoelectronics"
"2453","凌群","Chant Oil","上市","資訊服務業","2001/05/22","https://www.syscom.com.tw","Lubricants; Industrial Oils; Automotive Lubricants; Specialty Oils; Greases; Petroleum Products"
"2454","聯發科","MediaTek Inc.","上市","半導體業","2001/07/23","https://www.mediatek.com","Smartphone Chipsets; 5G Chipsets; WiFi Chips; TV SoCs; IoT Chips; AI Processors"
"2455","全新","Chung Hsin Electric & Machinery","上市","通信網路業","2002/01/24","https://www.vpec.com.tw","Electric Motors; Generators; Transformers; Industrial Equipment; Power Systems; Electrical Machinery"
"2457","飛宏","Flytech Technology","上市","電子零組件業","2001/09/17","https://www.phihong.com","POS Systems; Touch Computers; Industrial Computers; Kiosk Systems; Retail Solutions; Hospitality Systems"
"2458","義隆","Yieh Phui Enterprise","上市","半導體業","2001/09/17","https://www.emc.com.tw","Stainless Steel; Steel Coils; Steel Plates; Steel Processing; Metal Distribution; Steel Products"
"2459","敦吉","King Slide Works","上市","其他電子業","2001/09/17","https://www.audix.com","Ball Bearing Slides; Drawer Slides; Linear Motion Systems; Furniture Hardware; Industrial Slides; Precision Slides"
"2460","建通","Chien Kuo Construction","上市","電子零組件業","2001/09/17","https://www.gem.com.tw","Residential Construction; Commercial Buildings; Real Estate Development; Construction Services; Property Management; Building Projects"
"2461","光群雷","Parade Technologies","上市","其他電子業","2001/09/17","https://www.klasergroup.com","Display Interface ICs; Timing Controllers; DisplayPort ICs; HDMI ICs; USB-C ICs; Video Interface Solutions"
"2462","良得電","Lotes","上市","電子零組件業","2001/09/17","https://www.linetek.com.tw","Connectors; Card Readers; Memory Card Sockets; USB Connectors; HDMI Connectors; Precision Connectors"
"2464","盟立","Cheng Shin Rubber (Maxxis)","上市","其他電子業","2001/09/17","https://www.mirle.com.tw","Automobile Tires; Motorcycle Tires; Bicycle Tires; Industrial Tires; Tire Products; Rubber Products"
"2465","麗臺","Macronix International","上市","電腦及週邊設備業","2001/09/19","https://www.leadtek.com","NOR Flash Memory; NAND Flash Memory; ROM Products; Embedded Memory; Automotive Memory; IoT Memory"
"2466","冠西電","Chant Oil","上市","光電業","2001/09/17","https://www.cosmo-ic.com","Lubricants; Industrial Oils; Automotive Lubricants; Marine Lubricants; Specialty Oils; Petroleum Products"
"2467","志聖","Chroma ATE","上市","電子零組件業","2001/09/17","https://www.csun.com.tw","Test Equipment; Power Supplies; Electronic Loads; Automated Test Systems; Battery Testing; Measurement Instruments"
"2468","華經","Huaku Development","上市","資訊服務業","2001/09/17","https://www.fis.com.tw","Real Estate Development; Residential Projects; Commercial Buildings; Construction Services; Property Management; Urban Development"
"2471","資通","Zilog","上市","資訊服務業","2001/09/17","https://www.ares.com.tw","Microcontrollers; Embedded Processors; Motion Control ICs; Consumer ICs; Industrial ICs; Semiconductor Solutions"
"2472","立隆電","Lih Feng Jiann","上市","電子零組件業","2001/09/17","https://www.lelon.com","Precision Molds; Plastic Injection; Metal Stamping; Precision Components; Tooling Services; Manufacturing Services"
"2474","可成","Catcher Technology","上市","其他電子業","2001/09/17","https://www.catcher-group.com","Metal Casings; Magnesium Alloy Parts; Aluminum Parts; Precision Machining; Surface Treatment; Structural Components"
"2476","鉅祥","Lite-On Technology","上市","電子零組件業","2001/09/17","https://www.gshank.info","LED Components; Power Supplies; Optoelectronics; Automotive Electronics; Cloud Computing Products; IoT Solutions"
"2477","美隆電","Medigen Biotechnology","上市","其他電子業","2001/09/17","https://www.meiloon.com.tw","Vaccines; Biologics; Biosimilars; Pharmaceutical Products; Biotechnology Products; Medical Solutions"
